Stockid,Invoiceid,Description,Quantity,InvoiceDate,Price,CustomerID,Country,productid
536373,20679,EDWARDIANPARASOLRED,6,1212010902,495,17850,UnitedKingdom,2
536373,37370,RETROCOFFEEMUGSASSORTED,6,1212010902,106,17850,UnitedKingdom,2
536373,21871,SAVETHEPLANETMUG,6,1212010902,106,17850,UnitedKingdom,2
536373,21071,VINTAGEBILLBOARDDRINKMEMUG,6,1212010902,106,17850,UnitedKingdom,2
536373,21068,VINTAGEBILLBOARDLOVEHATEMUG,6,1212010902,106,17850,UnitedKingdom,2
536373,82483,WOOD2DRAWERCABINETWHITEFINISH,2,1212010902,495,17850,UnitedKingdom,2
536373,82486,WOODS3CABINETANTWHITEFINISH,4,1212010902,695,17850,UnitedKingdom,2
536373,82482,WOODENPICTUREFRAMEWHITEFINISH,6,1212010902,21,17850,UnitedKingdom,2
536373,82494L,WOODENFRAMEANTIQUEWHITE,6,1212010902,255,17850,UnitedKingdom,2
536373,84029G,KNITTEDUNIONFLAGHOTWATERBOTTLE,6,1212010902,339,17850,UnitedKingdom,2
536373,84029E,REDWOOLLYHOTTIEWHITEHEART,6,1212010902,339,17850,UnitedKingdom,2
536373,22752,SET7BABUSHKANESTINGBOXES,2,1212010902,765,17850,UnitedKingdom,2
536373,21730,GLASSSTARFROSTEDT-LIGHTHOLDER,6,1212010902,425,17850,UnitedKingdom,2
536375,85123A,WHITEHANGINGHEARTT-LIGHTHOLDER,6,1212010932,255,17850,UnitedKingdom,2
536375,71053,WHITEMETALLANTERN,6,1212010932,339,17850,UnitedKingdom,2
536375,84406B,CREAMCUPIDHEARTSCOATHANGER,8,1212010932,275,17850,UnitedKingdom,2
536375,20679,EDWARDIANPARASOLRED,6,1212010932,495,17850,UnitedKingdom,2
536375,37370,RETROCOFFEEMUGSASSORTED,6,1212010932,106,17850,UnitedKingdom,1
536375,21871,SAVETHEPLANETMUG,6,1212010932,106,17850,UnitedKingdom,1
536375,21071,VINTAGEBILLBOARDDRINKMEMUG,6,1212010932,106,17850,UnitedKingdom,1
536375,21068,VINTAGEBILLBOARDLOVEHATEMUG,6,1212010932,106,17850,UnitedKingdom,1
536375,82483,WOOD2DRAWERCABINETWHITEFINISH,2,1212010932,495,17850,UnitedKingdom,3
536375,82486,WOODS3CABINETANTWHITEFINISH,4,1212010932,695,17850,UnitedKingdom,3
536375,82482,WOODENPICTUREFRAMEWHITEFINISH,6,1212010932,21,17850,UnitedKingdom,3
536375,82494L,WOODENFRAMEANTIQUEWHITE,6,1212010932,255,17850,UnitedKingdom,3
536375,84029G,KNITTEDUNIONFLAGHOTWATERBOTTLE,6,1212010932,339,17850,UnitedKingdom,3
536375,84029E,REDWOOLLYHOTTIEWHITEHEART,6,1212010932,339,17850,UnitedKingdom,3
536375,22752,SET7BABUSHKANESTINGBOXES,2,1212010932,765,17850,UnitedKingdom,3
536375,21730,GLASSSTARFROSTEDT-LIGHTHOLDER,6,1212010932,425,17850,UnitedKingdom,3
536376,22114,HOTWATERBOTTLETEAANDSYMPATHY,48,1212010932,345,15291,UnitedKingdom,3
536376,21733,REDHANGINGHEARTT-LIGHTHOLDER,64,1212010932,255,15291,UnitedKingdom,3
536377,22632,HANDWARMERREDPOLKADOT,6,1212010934,185,17850,UnitedKingdom,3
536377,22633,HANDWARMERUNIONJACK,6,1212010934,185,17850,UnitedKingdom,3
536378,22386,JUMBOBAGPINKPOLKADOT,10,1212010937,195,14688,UnitedKingdom,2
536378,85099C,JUMBOBAGBAROQUEBLACKWHITE,10,1212010937,195,14688,UnitedKingdom,1
536378,21033,JUMBOBAGCHARLIEANDLOLATOYS,10,1212010937,295,14688,UnitedKingdom,1
536378,20723,STRAWBERRYCHARLOTTEBAG,10,1212010937,085,14688,UnitedKingdom,1
536378,84997B,RED3PIECERETROSPOTCUTLERYSET,12,1212010937,375,14688,UnitedKingdom,1
536378,84997C,BLUE3PIECEPOLKADOTCUTLERYSET,6,1212010937,375,14688,UnitedKingdom,1
536378,21094,SET6REDSPOTTYPAPERPLATES,12,1212010937,085,14688,UnitedKingdom,1
536378,20725,LUNCHBAGREDRETROSPOT,10,1212010937,165,14688,UnitedKingdom,1
536378,21559,STRAWBERRYLUNCHBOXWITHCUTLERY,6,1212010937,255,14688,UnitedKingdom,1
536378,22352,LUNCHBOXWITHCUTLERYRETROSPOT,6,1212010937,255,14688,UnitedKingdom,1
536378,21212,PACKOF72RETROSPOTCAKECASES,120,1212010937,042,14688,UnitedKingdom,1
536378,21975,PACKOF60DINOSAURCAKECASES,24,1212010937,055,14688,UnitedKingdom,1
536378,21977,PACKOF60PINKPAISLEYCAKECASES,24,1212010937,055,14688,UnitedKingdom,1
536378,84991,60TEATIMEFAIRYCAKECASES,24,1212010937,055,14688,UnitedKingdom,1
536378,84519A,TOMATOCHARLIE+LOLACOASTERSET,6,1212010937,295,14688,UnitedKingdom,2
536378,85183B,CHARLIE&LOLAWASTEPAPERBINFLORA,48,1212010937,125,14688,UnitedKingdom,2
536378,85071B,REDCHARLIE+LOLAPERSONALDOORSIGN,96,1212010937,038,14688,UnitedKingdom,2
536378,21931,JUMBOSTORAGEBAGSUKI,10,1212010937,195,14688,UnitedKingdom,2
536378,21929,JUMBOBAGPINKVINTAGEPAISLEY,10,1212010937,195,14688,UnitedKingdom,2
536381,22961,JAMMAKINGSETPRINTED,24,1212010941,145,17809,Australia,2
536381,22139,RETROSPOTTEASETCERAMIC11PC,23,1212010941,425,15311,Australia,2
536381,84854,GIRLYPINKTOOLSET,5,1212010941,495,15311,Australia,2
536381,22411,JUMBOSHOPPERVINTAGEREDPAISLEY,10,1212010941,195,15311,Australia,3
536381,82567,AIRLINELOUNGE,METALSIGN,2,1212010941,21,15311,Australia,3
536381,21672,WHITESPOTREDCERAMICDRAWERKNOB,6,1212010941,125,15311,Australia,3
536381,22774,REDDRAWERKNOBACRYLICEDWARDIAN,24,1212010941,125,15311,Australia,3
536381,22771,CLEARDRAWERKNOBACRYLICEDWARDIAN,24,1212010941,125,15311,Australia,3
536381,71270,PHOTOCLIPLINE,1,1212010941,125,15311,Australia,2
536381,22262,FELTEGGCOSYCHICKEN,1,1212010941,085,15311,Australia,1
536381,22637,PIGGYBANKRETROSPOT,1,1212010941,255,15311,Australia,1
536381,21934,SKULLSHOULDERBAG,10,1212010941,165,15311,Australia,1
536381,21169,YOU'RECONFUSINGMEMETALSIGN,3,1212010941,169,15311,Australia,1
536381,21166,COOKWITHWINEMETALSIGN,1,1212010941,195,15311,Australia,1
536381,22941,CHRISTMASLIGHTS10REINDEER,6,12120101003,85,12431,Australia,1
536381,21622,VINTAGEUNIONJACKCUSHIONCOVER,8,12120101003,495,12431,Australia,1
536381,21791,VINTAGEHEADSANDTAILSCARDGAME,12,12120101003,125,12431,Australia,1
536381,35004C,SETOF3COLOUREDFLYINGDUCKS,6,12120101003,545,12431,Australia,1
536381,35004G,SETOF3GOLDFLYINGDUCKS,4,12120101003,635,12431,Australia,1
536381,85014B,REDRETROSPOTUMBRELLA,6,12120101003,595,12431,Australia,1
536381,85014A,BLACKBLUEPOLKADOTUMBRELLA,3,12120101003,595,12431,Australia,1
536381,22193,REDDINERWALLCLOCK,2,12120101003,85,12431,Australia,1
536381,22726,ALARMCLOCKBAKELIKEGREEN,4,12120101003,375,12431,Australia,1
536381,22727,ALARMCLOCKBAKELIKERED,4,12120101003,375,12431,Australia,1
536381,22192,BLUEDINERWALLCLOCK,2,12120101003,85,12431,Australia,1
536381,22191,IVORYDINERWALLCLOCK,2,12120101003,85,12431,Australia,1
536381,22195,LARGEHEARTMEASURINGSPOONS,24,12120101003,165,12431,Australia,1
536381,22196,SMALLHEARTMEASURINGSPOONS,24,12120101003,085,12431,Australia,1

